2898434319,energy reports,2352-4847
2898469566,journal of arthroscopy and joint surgery,2214-9635
2898488984,emc dermatologia,1761-2896
2732126,saude e sociedade,0104-1290
3082556,forschung,
10169007,knowledge based systems,0950-7051
14053799,african journal of ecology,0141-6707
15183563,journal of alzheimers disease,
16744441,aila review,1461-0213
17991708,clinics in geriatric medicine,0749-0690
24408103,current medicinal chemistry anti inflammatory & anti allergy agents,
28307843,advanced materials for optics and electronics,1057-9257
30207186,cesifo economic studies,1610-241X
34818089,the open energy & fuels journal,
39476178,housing studies,0267-3037
43540244,biological rhythm research,0929-1016
47841752,international journal of mental health and addiction,1557-1874
55477831,mens sana monographs,1998-4014
57999394,biodiversity research and conservation,1897-2810
58241369,mayo clinic proceedings,0025-6196
58655438,irish studies in international affairs,0332-1460
59559841,tropical agricultural research and extension,1391-3646
60340032,food science and technology research,1344-6606
61120199,mycologist,0269-915X
61992289,journal of advertising research,0021-8499
62375027,governance,0952-1895
65893794,asia pacific public relations journal,1440-4389
79704879,library resources & technical services,0024-2527
84775595,ieee transactions on visualization and computer graphics,1077-2626
87100381,educational research for policy and practice,1570-2081
88103016,the open operational research journal,
89284114,plant diversity and evolution,
92744556,studies in bibliography,0081-7600
97146013,dna and cell biology,1044-5498
102900456,refugee survey quarterly,1020-4067
104550190,molecular & cellular proteomics,1535-9476
104586334,bilingual research journal,1523-5882
109079305,international journal of soil science,1816-4978
110436767,chemistry of heterocyclic compounds,0009-3122
112584142,agricultura tecnica,0365-2807
112914683,the journal of peasant studies,0306-6150
113993733,biotechnology letters,0141-5492
118045308,journal of apicultural research,0021-8839
118554560,botany,1916-2790
118797868,the eugenics review,0374-7573
119317614,applied environmental education & communication,1533-0389
126993733,journal of critical care,0883-9441
128544920,journal of limnology,1129-5767
129942055,journal of integrative medicine,2095-4964
130617652,biological sciences in space,
133922704,journal of high speed networks,0926-6801
135535015,the journal of environment & development,1070-4965
135911516,brain tumor pathology,1433-7398
142045247,research in organizational change and development,0897-3016
151707021,journal of computer aided design & computer graphics,
153292947,law and philosophy,0167-5249
157579750,the open criminology journal,1874-9178
157584073,the bulletin of tokyo dental college,0040-8891
164609936,reviews on recent clinical trials,1574-8871
166541267,journal of pressure vessel technology transactions of the asme,0094-9930
168725695,advanced technology for learning,1710-2251
169076519,journal of conchology,0022-0019
169433491,journal of public administration research and theory,1053-1858
170438645,membrane science and technology,
173657377,perspectives on politics,1537-5927
176609843,cardiovascular pathology,1054-8807
177695016,irish veterinary journal,0368-0762
179591353,acta astronautica,0094-5765
181459644,world journal of gastroenterology,1007-9327
183475463,immunity & ageing,1742-4933
185952741,focus on geography,1549-4934
190750626,acm sigsmall pc notes,
194131194,macromolecular research,1598-5032
198040233,international journal of water,1465-6620
200299838,latvian journal of physics and technical sciences,0868-8257
202154292,cogeneration & distributed generation journal,1545-3669
203035050,physiological reviews,0031-9333
989492044,cha an asian literary journal,
1015175630,musik und kirche,0027-4771
1022351662,anglia,0340-5222
1043442588,korrozios figyelo,0133-2546
2736446967,mediamuzyka,2226-6143
2737171870,economia sociedad y territorio,1405-8421
2737559571,journal of information systems engineering and business intelligence,2443-2555
2737745753,la deleuziana,2421-3098
2738027916,apos trends in orthodontics,2321-1407
2738381239,indonesian journal of history education,2252-6641
2738571386,human genomics,1473-9542
2738595915,o eixo e a roda revista de literatura brasileira,0102-4809
2739144113,endoscopy international open,2196-9736
2739178128,new medicine,1427-0994
2751934146,duodecim laaketieteellinen aikakauskirja,
2752148530,journal de physiologie,0021-7948
2752781272,haematologica,0390-6078
2754038847,rivista di neurologia,0035-6344
2754060852,acta medica iranica,0044-6025
2754379746,revista brasileira de tuberculose e doencas toracicas,
2754950812,health facilities management,0899-6210
2754961542,acta neurologica et psychiatrica belgica,0001-6284
2755066905,rivista degli infortuni e delle malattie professionali,0035-5836
2755947138,bulletin des societes d ophtalmologie de france,0081-1270
2756189148,chinese critical care medicine,2095-4352
2756199353,archiv fur kinderheilkunde,0003-9179
2764376558,genomic and personalized medicinevolumes i & ii,
2764379787,international journal of intelligent engineering and systems,1882-708X
2764381901,rutherford appleton laboratory technical reports,1358-6254
2764387588,neural injury and functional reconstruction,
2764398414,water sciences and engineering technology,
2764430935,lincoln planning review,1175-0987
2764448059,iron and steel technology,1547-0423
2764452923,review of environment energy and economics re,
2764476746,journal of xi an university of architecture &technology,
2764480520,journal of material sciences & engineering,2169-0022
2764483577,turkish journal of infection,
2764507669,jmir public health and surveillance,2369-2960
2764516800,journal of small business strategy,1081-8510
2764518513,journal of ai and data mining,2322-5211
2764522585,journal of mushroom,1738-0294
2764524492,open veterinary journal,2218-6050
2764528077,nutrition bytes,1548-4327
2764530560,biomedical journal,2319-4170
2764539314,portuguese journal of nephrology and hypertension,0872-0169
2764543427,european procurement & public private partnership law review,
2764553756,current developmental disorders reports,2196-2987
2764564090,journal of open research software,2049-9647
2764594066,international journal of agricultural science research and technology in extension and education systems,2251-7588
2764606837,journal of xiangyang vocational and technical college,
2764607128,systems engineering procedia,2211-3819
2764611993,journal of economic and social studies,1986-8499
2764634517,new york university education quarterly,
2764635441,journal of undergraduate neuroscience education june,
2764675578,darden business publishing cases,
2764690465,applied general topology,1576-9402
2764705955,freshwater fisheries,
2764706523,international journal of systems science operations & logistics,2330-2674
2764707289,inquiries journal,
2764712075,hawaii dental journal,0891-9933
2764718478,journal of the association of korean geographers,
2764719052,international journal of special education,0827-3383
2764727271,international journal of statistics and economics,
2764731939,journal of systems science and information,
2764740766,herald of medicine,1004-0781
2764757895,teacher librarian,1481-1782
2764759445,investigaciones de historia economica journal of the spanish economic history association,
2764763963,marine geology letters,
2764763979,journal of muslims in europe,2211-792X
2764771997,the journal of advanced composition,
2764774301,plastic and aesthetic research,2347-9264
2764785184,regions magazine,1367-3882
2764795805,journal of management and entrepreneurship,2229-5348
2764796067,journal of clinical ultrasound in medicine,
2764797120,journal of the international association of pupil personnel workers,
2764797776,green left weekly,1036-126X
2764830807,the mathematical gazette,0025-5572
2764832501,biosaintifika journal of biology & biology education,2085-191X
2764838106,journal of zhangkai aguotechaical college,
2764853929,methods in experimental physics,0076-695X
2764876731,omniascience monographs,
2764880788,food new zealand,1175-4621
2764885693,journal of hubei institute of education,
2764915463,language arts,0360-9170
2764915536,bulletin of the polish academy of sciences earth sciences,
